****************************************************
****************************************************
 mstm calculation results
 date, time:
20220628 160205.741 
 input file:
linear_chain_10.inp
****************************************************
 input variables for run     1
 sphere data input file:
linear_chain_10_config.pos
 number spheres
   10
 length, ref index scale factors
  1.2670000E+00  1.0400000E+00  1.8330000E+00
 volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
  2.7296659E+00  1.2670000E+00  1.2381214E+01  2.7296659E+00
 random orientation, estimated t matrix order:
    20
 layer 0 refractive index
  1.0000E+00  0.0000E+00
 number of plane boundaries 
  0
 max_iterations,solution_epsilon, mie_epsilon
     10000  1.0000E-06  1.0000E-06
 maximum Mie order, number of equations:
   5       700
 mean sphere Mie extinction, absorption efficiencies
  3.4770E+00  1.6863E+00
****************************************************
 calculation results for run 
           1
 number iterations, error, solution time 
     0  0.0000E+00  5.8555E+01
 t matrix order:
    18
 total extinction, absorption, scattering efficiencies (unpolarized incidence)
  5.6601E+00  2.7623E+00  2.8978E+00
 total scattering
 number directions, number SM elements:
   181     6
   theta     11          12          22          33          34          44     
  126.00  1.0480E-01 -1.7679E-01  8.3081E-01 -7.9159E-01  2.0325E-01 -7.1125E-01
  127.00  1.0524E-01 -1.6802E-01  8.3214E-01 -7.9632E-01  1.9616E-01 -7.1467E-01
  128.00  1.0567E-01 -1.5959E-01  8.3342E-01 -8.0071E-01  1.8912E-01 -7.1783E-01
  129.00  1.0608E-01 -1.5148E-01  8.3467E-01 -8.0479E-01  1.8212E-01 -7.2073E-01
  130.00  1.0648E-01 -1.4371E-01  8.3587E-01 -8.0860E-01  1.7517E-01 -7.2340E-01
  131.00  1.0687E-01 -1.3627E-01  8.3704E-01 -8.1215E-01  1.6829E-01 -7.2584E-01
  132.00  1.0724E-01 -1.2915E-01  8.3818E-01 -8.1546E-01  1.6148E-01 -7.2808E-01
  133.00  1.0759E-01 -1.2234E-01  8.3929E-01 -8.1856E-01  1.5474E-01 -7.3013E-01
  134.00  1.0793E-01 -1.1584E-01  8.4037E-01 -8.2146E-01  1.4808E-01 -7.3201E-01
  135.00  1.0826E-01 -1.0964E-01  8.4143E-01 -8.2417E-01  1.4151E-01 -7.3372E-01
  136.00  1.0858E-01 -1.0373E-01  8.4246E-01 -8.2672E-01  1.3504E-01 -7.3528E-01
  137.00  1.0889E-01 -9.8099E-02  8.4346E-01 -8.2911E-01  1.2868E-01 -7.3671E-01
  138.00  1.0918E-01 -9.2733E-02  8.4444E-01 -8.3137E-01  1.2242E-01 -7.3801E-01
  139.00  1.0947E-01 -8.7620E-02  8.4540E-01 -8.3349E-01  1.1629E-01 -7.3920E-01
  140.00  1.0975E-01 -8.2749E-02  8.4634E-01 -8.3550E-01  1.1027E-01 -7.4029E-01
  141.00  1.1003E-01 -7.8106E-02  8.4726E-01 -8.3740E-01  1.0439E-01 -7.4129E-01
  142.00  1.1030E-01 -7.3679E-02  8.4816E-01 -8.3920E-01  9.8645E-02 -7.4220E-01
  143.00  1.1057E-01 -6.9455E-02  8.4904E-01 -8.4092E-01  9.3043E-02 -7.4303E-01
  144.00  1.1083E-01 -6.5422E-02  8.4990E-01 -8.4255E-01  8.7589E-02 -7.4379E-01
  145.00  1.1109E-01 -6.1568E-02  8.5075E-01 -8.4410E-01  8.2289E-02 -7.4449E-01
  146.00  1.1135E-01 -5.7882E-02  8.5159E-01 -8.4559E-01  7.7147E-02 -7.4512E-01
  147.00  1.1161E-01 -5.4354E-02  8.5241E-01 -8.4702E-01  7.2167E-02 -7.4569E-01
  148.00  1.1187E-01 -5.0973E-02  8.5322E-01 -8.4838E-01  6.7353E-02 -7.4621E-01
  149.00  1.1213E-01 -4.7731E-02  8.5402E-01 -8.4969E-01  6.2709E-02 -7.4667E-01
  150.00  1.1239E-01 -4.4621E-02  8.5481E-01 -8.5096E-01  5.8237E-02 -7.4708E-01
  151.00  1.1266E-01 -4.1634E-02  8.5560E-01 -8.5218E-01  5.3939E-02 -7.4744E-01
  152.00  1.1292E-01 -3.8767E-02  8.5637E-01 -8.5335E-01  4.9818E-02 -7.4775E-01
  153.00  1.1319E-01 -3.6013E-02  8.5714E-01 -8.5449E-01  4.5875E-02 -7.4801E-01
  154.00  1.1345E-01 -3.3369E-02  8.5791E-01 -8.5559E-01  4.2110E-02 -7.4823E-01
  155.00  1.1372E-01 -3.0830E-02  8.5867E-01 -8.5665E-01  3.8524E-02 -7.4839E-01
  156.00  1.1399E-01 -2.8396E-02  8.5943E-01 -8.5768E-01  3.5116E-02 -7.4850E-01
  157.00  1.1427E-01 -2.6063E-02  8.6018E-01 -8.5868E-01  3.1887E-02 -7.4857E-01
  158.00  1.1454E-01 -2.3831E-02  8.6092E-01 -8.5965E-01  2.8834E-02 -7.4859E-01
  159.00  1.1481E-01 -2.1699E-02  8.6167E-01 -8.6059E-01  2.5957E-02 -7.4856E-01
  160.00  1.1508E-01 -1.9667E-02  8.6240E-01 -8.6150E-01  2.3254E-02 -7.4849E-01
  161.00  1.1535E-01 -1.7734E-02  8.6313E-01 -8.6238E-01  2.0722E-02 -7.4837E-01
  162.00  1.1562E-01 -1.5900E-02  8.6385E-01 -8.6323E-01  1.8358E-02 -7.4821E-01
  163.00  1.1588E-01 -1.4166E-02  8.6456E-01 -8.6406E-01  1.6161E-02 -7.4802E-01
  164.00  1.1614E-01 -1.2533E-02  8.6525E-01 -8.6486E-01  1.4126E-02 -7.4779E-01
  165.00  1.1640E-01 -1.1000E-02  8.6593E-01 -8.6562E-01  1.2249E-02 -7.4753E-01
  166.00  1.1665E-01 -9.5677E-03  8.6659E-01 -8.6636E-01  1.0527E-02 -7.4724E-01
  167.00  1.1689E-01 -8.2365E-03  8.6724E-01 -8.6705E-01  8.9563E-03 -7.4693E-01
  168.00  1.1712E-01 -7.0064E-03  8.6785E-01 -8.6772E-01  7.5310E-03 -7.4661E-01
  169.00  1.1734E-01 -5.8773E-03  8.6844E-01 -8.6834E-01  6.2466E-03 -7.4628E-01
  170.00  1.1754E-01 -4.8489E-03  8.6900E-01 -8.6893E-01  5.0981E-03 -7.4594E-01
  171.00  1.1774E-01 -3.9209E-03  8.6951E-01 -8.6947E-01  4.0802E-03 -7.4561E-01
  172.00  1.1792E-01 -3.0930E-03  8.6999E-01 -8.6997E-01  3.1876E-03 -7.4529E-01
  173.00  1.1808E-01 -2.3644E-03  8.7043E-01 -8.7041E-01  2.4151E-03 -7.4499E-01
  174.00  1.1822E-01 -1.7346E-03  8.7081E-01 -8.7080E-01  1.7577E-03 -7.4471E-01
  175.00  1.1835E-01 -1.2031E-03  8.7114E-01 -8.7114E-01  1.2105E-03 -7.4446E-01
  176.00  1.1845E-01 -7.6915E-04  8.7142E-01 -8.7142E-01  7.6934E-04 -7.4425E-01
  177.00  1.1853E-01 -4.3227E-04  8.7164E-01 -8.7164E-01  4.3035E-04 -7.4408E-01
  178.00  1.1859E-01 -1.9200E-04  8.7180E-01 -8.7180E-01  1.9049E-04 -7.4395E-01
  179.00  1.1862E-01 -4.7981E-05  8.7189E-01 -8.7189E-01  4.7504E-05 -7.4388E-01
  180.00  1.1864E-01 -1.1890E-15  8.7193E-01 -8.7193E-01  1.1764E-15 -7.4385E-01
